Show,Sentiment,Review
Marvel's Daredevil,1,"[Season 3] is a strong outing,... as new showrunner Erik Oleson reorients the Man Without Fear to very much be full of fear and obstacles as he attempts to climb his way out of the debris of everything that has come before."
Marvel's Daredevil,1,"While the show definitely unpacks the moral gray areas its players exist in, the characters' conceptualizations of themselves are all very black and white."
Marvel's Daredevil,1,"Vincent D'Onofrio continues to give a rich, powerful, and intense performance as Fisk. Many say that he is one of the best comic book villains in the MCU and I would argue he's one of the best in the superhero genre."
Marvel's Daredevil,1,There are things to love. There are things not to love. Matt is great. Fisk is great. Bullseye is awesome. Everything not involving those three people is... okay.
Marvel's Daredevil,1,"At the center of it all, there is Vincent D'Onofrio's Kingpin. Desperately missed from season two, the show once again feels at home telling the parallel stories of Matt Murdock and Wilson Fisk."
Marvel's Daredevil,1,"The search for answers... make for a compelling first half of the season, resulting in the first truly bingeable season of a Marvel TV show since Daredevil season 1."
Marvel's Daredevil,1,It's with the action sequences that Daredevil's latest season truly outdoes itself.
Marvel's Daredevil,1,"Three seasons in, I feel confident saying that Daredevil is not only the most consistent show Marvel has produced, but it's also episode-for-episode the best."
Marvel's Daredevil,0,Where does this go from here? Can Daredevil survive a fourth season? Or is it time for the character to hang up his horns for good?
Marvel's Daredevil,1,"There's a linear flow to it all that is focused and efficient. That doesn't mean the show couldn't lose steam like so many other promising yet still flawed Marvel series on Netflix. But so far, so good."
Marvel's Daredevil,1,"With explosive, intense action sequences, fascinating character work, and nuanced performances from its lead cast, Daredevil Season 3 is absolutely a return to form - and that goes for both the show itself and the Netflix corner of the MCU as a whole."
Marvel's Daredevil,1,"While it's partly let down by its glacially-paced first three episodes, Daredevil season 3 manages to find its footing before long. Fans of the ongoing battle between Matt Murdock and Kingpin will not be disappointed."
Star Wars: The Bad Batch,0,"The show feels like more Star Wars: Clone Wars, and yet never reaches the heights that it's sister series did, and ultimately doesn't find it's own voice as a result."
Star Wars: The Bad Batch,1,"A few less-than-stellar episodes knocks it down a bit, but it's still well worth watching, especially the final few episodes."
Star Wars: The Bad Batch,1,"The animated series isn't as flashy as The Mandalorian, but finds ways to reward the people most invested in its story"
Star Wars: The Bad Batch,1,"In the end, The Bad Batch is a fun outing for hardcore Star Wars fans who want to know every aspect of the universe. But for those who are just looking for another Mandalorian, well, these are not the clones you are looking for."
Star Wars: The Bad Batch,1,"The Bad Batch is catnip for the dedicated Star Wars fans. It's an animated action-adventure series with thrills, relatable characters on the right side of the war, blaster guns and enough lore and easter eggs to invoke a few excited squeals."
Star Wars: The Bad Batch,1,"I'm not a superfan of Star Wars animated series, but I am impressed with this one, a team of certifiable rejects, each with their own skillset, is a winning formula for me - excellent actually"
Star Wars: The Bad Batch,1,Do you love Clone Wars? Do you fantasize being Dave Filoni's cowboy hat to be as close to that brilliant Star Wars brain as possible? Then The Bad Batch is for you.
Star Wars: The Bad Batch,0,"The Bad Batch is good to dip into, but it can make for a bad binge."
Star Wars: The Bad Batch,1,"The prequels are just as full of rich potential as the original Star Wars trilogy, and The Bad Batch, like The Clone Wars before it, is set to do a lot of slow, careful work to tease out that potential."
Star Wars: The Bad Batch,1,"This series delivers on precisely what fans would expect from a Star Wars story: world building, unique new characters, and big action sequences with a moral allegory at the center."
Star Wars: The Bad Batch,1,A great show that hooks on the quirky adventures of Clone Force 99. [Full Review in Spanish]
Star Wars: The Bad Batch,1,It's definitely going to sate the hardcore Star Wars fan who is going to want a weekly dose.
Star Wars: The Bad Batch,1,The Bad Batch feels familiar but also starts a new journey with new characters in a cool setting. I can't wait to see what happens with this group in the Empire.
Star Wars: The Bad Batch,0,"The show's attempt to individualize its protagonists largely reduces them to predictable, banal archetypes."
Star Wars: The Bad Batch,1,Should satisfy Clone Wars fans.
Gravity Falls,1,"Even if some of the fantasy elements feel overly familiar, the characters are anything but."
Gravity Falls,1,"Gravity Falls treats its young viewers with respect, and with a lot of trust. It never gives the impression of tricking kids into seeing something they shouldn't... just tricking their parents into letting them see something they might not be allowed to."
Gravity Falls,1,"You may have to wrestle with Disney XD's downright disrespectful broadcast schedule to find the rare new episodes, but trust us, it will be worth it."
